spkid,class,moid_anomaly_yn,e_anomaly_yn,i_anomaly_yn,anomaly_flag
3791335,APO,Y,N,Y,1
3792421,APO,Y,N,Y,1
3792436,AMO,N,N,Y,1
3792439,APO,N,N,Y,1
3792459,APO,Y,N,Y,1
3792467,AMO,Y,N,N,1
3794969,APO,N,Y,N,1
3794985,APO,N,Y,N,1
3795030,AMO,N,N,Y,1
3795056,AMO,N,Y,N,1
3795080,APO,Y,N,N,1
3795109,APO,Y,N,N,1
3795120,APO,Y,N,N,1
3795126,APO,Y,Y,N,1
3795141,AMO,Y,N,Y,1
3795153,AMO,Y,N,N,1
3796292,ATE,N,N,Y,1
3796294,AMO,N,N,Y,1
3797405,APO,N,Y,N,1
3797406,APO,Y,N,N,1
3797448,APO,N,N,Y,1
3797457,APO,Y,N,N,1
3797449,APO,N,Y,N,1
3797453,APO,N,N,Y,1
3797474,AMO,N,Y,N,1
3797702,APO,N,Y,N,1
3797739,APO,N,N,Y,1
3797892,AMO,Y,N,N,1
54282978,APO,N,Y,N,1
3797700,APO,N,Y,N,1
3797753,APO,N,Y,N,1
3797756,APO,N,N,Y,1
3797894,APO,Y,N,N,1
3797900,AMO,N,Y,N,1
3797908,AMO,N,Y,N,1
3798967,AMO,N,N,Y,1
3798988,AMO,N,N,Y,1
3799243,APO,N,N,Y,1
3799264,APO,Y,N,N,1
3799262,AMO,N,N,Y,1
3799267,AMO,Y,N,N,1
3799269,ATE,Y,N,Y,1
3799275,APO,Y,N,N,1
3799308,AMO,Y,N,N,1
3799722,APO,Y,N,N,1
3799719,APO,N,Y,N,1
3799716,AMO,N,N,Y,1
3799717,APO,N,Y,N,1
3799763,AMO,N,N,Y,1
54177365,AMO,Y,N,N,1
3799787,APO,N,Y,N,1
3799797,APO,Y,N,N,1
3799826,APO,N,Y,N,1
3799852,APO,Y,N,Y,1
3799883,APO,N,Y,N,1
3799875,APO,Y,Y,N,1
3802554,AMO,N,Y,N,1
3801946,APO,Y,N,N,1
3801989,APO,Y,N,Y,1
3802050,AMO,N,N,Y,1
3802051,AMO,N,N,Y,1
3802052,APO,N,Y,N,1
3802057,APO,N,Y,N,1
3802102,APO,N,Y,N,1
3802389,APO,Y,N,N,1
3802396,APO,N,N,Y,1
3802398,APO,N,N,Y,1
3802407,APO,Y,N,N,1
3802406,APO,N,Y,N,1
3802422,APO,Y,N,N,1
3802420,AMO,N,N,Y,1
3802447,APO,N,N,Y,1
3802452,APO,N,Y,N,1
3802455,AMO,N,Y,N,1
3802572,AMO,N,N,Y,1
3802570,ATE,N,N,Y,1
3802582,AMO,N,N,Y,1
3802579,AMO,N,Y,N,1
3803761,APO,N,N,Y,1
3803884,APO,N,Y,N,1
3803887,APO,Y,N,Y,1
3803903,AMO,Y,N,N,1
54497652,AMO,N,Y,Y,1
3803895,ATE,Y,N,N,1
3803905,AMO,Y,N,N,1
3803912,APO,N,Y,N,1
3805268,APO,N,N,Y,1
3805271,APO,N,N,Y,1
3819558,APO,Y,N,N,1
3819565,APO,N,N,Y,1
3819665,APO,N,N,Y,1
3819672,APO,N,N,Y,1
3819681,AMO,Y,N,N,1
3824057,APO,N,N,Y,1
3824084,APO,N,Y,Y,1
3824089,APO,N,Y,N,1
3824115,ATE,N,N,Y,1
3825007,ATE,N,Y,N,1
3825008,ATE,Y,N,N,1
3825011,ATE,N,N,Y,1
3825023,APO,N,N,Y,1
3825037,AMO,N,Y,N,1
3825040,APO,Y,Y,N,1
3825060,AMO,N,Y,N,1
3825063,APO,N,Y,N,1
3825087,APO,N,N,Y,1
3825103,APO,Y,Y,Y,1
3825132,AMO,N,Y,N,1
3825155,AMO,N,Y,N,1
3825160,APO,N,N,Y,1
3825227,AMO,N,N,Y,1
3825236,AMO,N,N,Y,1
3825278,AMO,Y,N,Y,1
3825286,APO,N,N,Y,1
3825287,ATE,N,N,Y,1
3825477,APO,Y,N,N,1
3825423,AMO,Y,N,N,1
3825447,AMO,N,Y,N,1
3825481,ATE,N,N,Y,1
3825507,ATE,N,Y,N,1
3825523,APO,Y,N,N,1
3825516,APO,Y,Y,N,1
3825524,APO,N,N,Y,1
3825565,APO,N,N,Y,1
3825568,APO,N,N,Y,1
3825570,APO,N,N,Y,1
3825662,APO,Y,N,Y,1
3826546,APO,N,Y,N,1
3826619,APO,N,Y,N,1
3826653,AMO,N,N,Y,1
3826678,AMO,N,N,Y,1
3826688,AMO,Y,N,N,1
3826707,AMO,Y,N,N,1
3826708,AMO,Y,N,N,1
3826770,AMO,Y,N,N,1
3826774,APO,Y,N,N,1
3826796,AMO,N,Y,N,1
3826803,APO,Y,N,Y,1
3826806,APO,Y,N,N,1
3840126,APO,N,Y,N,1
3827160,APO,N,N,Y,1
3827171,APO,Y,N,N,1
3827340,APO,N,N,Y,1
3827425,APO,N,N,Y,1
3827565,AMO,N,N,Y,1
3829431,APO,N,N,Y,1
3829440,APO,N,Y,N,1
3829442,APO,N,Y,N,1
3829452,AMO,Y,N,N,1
3829453,AMO,Y,N,Y,1
3829462,ATE,Y,N,N,1
3830507,APO,Y,N,Y,1
3831169,APO,N,N,Y,1
3830495,AMO,N,N,Y,1
3830505,AMO,N,N,Y,1
3831076,ATE,Y,N,N,1
3831069,APO,Y,N,N,1
3831074,AMO,N,Y,Y,1
3831077,APO,N,N,Y,1
3831206,AMO,Y,N,N,1
3831208,AMO,N,N,Y,1
3831463,AMO,N,N,Y,1
3831478,APO,Y,N,N,1
3831613,APO,N,N,Y,1
3831618,APO,N,Y,N,1
3831715,AMO,Y,N,N,1
3831725,APO,N,Y,N,1
3831730,APO,Y,N,N,1
3831739,APO,N,Y,N,1
3831843,APO,N,N,Y,1
3831865,AMO,N,Y,N,1
3831863,APO,N,Y,N,1
3831892,APO,N,Y,N,1
3831917,AMO,N,N,Y,1
3835501,ATE,Y,N,N,1
3835813,AMO,N,N,Y,1
3835819,AMO,N,N,Y,1
3835822,AMO,N,Y,N,1
3835960,APO,N,N,Y,1
3835968,APO,N,N,Y,1
3836004,AMO,N,Y,N,1
3836070,AMO,Y,N,N,1
3836090,APO,Y,N,N,1
3836086,APO,Y,N,Y,1
3836098,ATE,Y,N,N,1
3836103,APO,N,N,Y,1
3836110,APO,N,Y,N,1
3836119,APO,Y,N,N,1
3836128,AMO,N,Y,N,1
3836130,AMO,N,Y,N,1
3836167,AMO,N,N,Y,1
3836214,APO,N,Y,N,1
3836227,APO,N,N,Y,1
3836243,AMO,N,N,Y,1
3836261,ATE,N,N,Y,1
3836302,APO,Y,Y,N,1
3836309,APO,N,Y,N,1
3836409,AMO,N,N,Y,1
3836660,ATE,N,Y,Y,1
3836758,APO,N,Y,N,1
3836885,AMO,N,N,Y,1
3836923,APO,N,N,Y,1
3836935,AMO,Y,N,N,1
3837519,AMO,Y,N,N,1
3836964,APO,N,N,Y,1
3836971,APO,N,N,Y,1
3837511,APO,N,Y,N,1
3837515,ATE,N,N,Y,1
3837563,APO,N,Y,N,1
3837589,AMO,N,Y,N,1
3837599,APO,N,Y,N,1
3837602,APO,N,Y,N,1
3837635,AMO,Y,N,Y,1
3837639,APO,N,N,Y,1
3837653,ATE,N,N,Y,1
3837681,AMO,Y,N,N,1
3837717,APO,N,Y,N,1
3837741,APO,N,Y,N,1
3837746,APO,N,Y,Y,1
3837753,APO,N,N,Y,1
3837777,AMO,N,Y,N,1
3837780,AMO,N,Y,N,1
3837792,APO,N,N,Y,1
3837800,APO,Y,N,N,1
3837804,AMO,N,Y,Y,1
3837806,APO,Y,N,N,1
3837823,AMO,N,N,Y,1
3837820,APO,Y,N,Y,1
3837827,AMO,N,N,Y,1
3837846,APO,Y,N,N,1
3837847,AMO,Y,N,N,1
3837848,AMO,N,N,Y,1
3837852,APO,Y,Y,N,1
3837860,APO,N,N,Y,1
3837880,AMO,N,Y,N,1
3837901,APO,Y,N,N,1
3837917,APO,N,Y,N,1
3837912,APO,N,Y,N,1
3837914,AMO,N,N,Y,1
3837991,APO,Y,N,N,1
3838036,APO,N,N,Y,1
3838038,ATE,Y,N,N,1
3838057,APO,N,Y,N,1
3838066,AMO,Y,N,N,1
3838065,APO,N,N,Y,1
3838078,ATE,N,Y,N,1
3838119,AMO,N,Y,N,1
3838123,AMO,N,N,Y,1
3838185,AMO,N,N,Y,1
3838192,AMO,N,N,Y,1
3838248,APO,Y,N,Y,1
3838851,ATE,N,N,Y,1
3838874,APO,N,Y,N,1
3838912,APO,N,N,Y,1
3838938,APO,Y,N,Y,1
3838881,APO,N,N,Y,1
3838898,AMO,N,Y,N,1
3840116,AMO,N,N,Y,1
3840692,AMO,N,Y,Y,1
3840136,ATE,N,Y,Y,1
3840135,AMO,N,N,Y,1
3840693,APO,Y,N,N,1
3840694,APO,N,N,Y,1
3840701,ATE,N,Y,N,1
3840707,APO,Y,N,Y,1
3840716,APO,N,N,Y,1
3840744,AMO,N,Y,N,1
54128962,AMO,N,Y,N,1
3840791,APO,N,Y,N,1
3840812,APO,Y,Y,Y,1
3840809,AMO,N,N,Y,1
3840811,APO,Y,N,N,1
3840838,APO,N,Y,N,1
3840847,APO,Y,N,N,1
3840861,APO,N,Y,N,1
3841171,AMO,Y,N,N,1
3841184,AMO,Y,N,N,1
3841195,APO,Y,N,N,1
3841192,AMO,Y,N,N,1
3841507,AMO,N,N,Y,1
3841508,APO,N,N,Y,1
3841531,APO,N,N,Y,1
3841616,ATE,N,N,Y,1
3841618,AMO,N,Y,N,1
3841634,APO,N,Y,N,1
3841677,APO,N,N,Y,1
3841681,APO,N,Y,N,1
3841721,ATE,N,N,Y,1
3841757,APO,Y,N,N,1
3841758,AMO,Y,N,N,1
3841778,APO,N,N,Y,1
3841838,APO,Y,N,N,1
3841897,APO,Y,Y,N,1
3841898,APO,N,Y,N,1
3841952,APO,Y,N,N,1
54506181,AMO,N,Y,N,1
3841968,APO,N,N,Y,1
3841984,AMO,Y,N,N,1
3841987,APO,Y,N,N,1
3842593,AMO,N,Y,N,1
3842596,APO,N,Y,N,1
3842613,APO,Y,N,N,1
3842619,APO,N,Y,N,1
3842781,APO,Y,N,Y,1
3843056,APO,Y,N,Y,1
3842661,APO,N,N,Y,1
3842694,APO,Y,N,N,1
3842764,AMO,N,Y,N,1
3842770,APO,N,Y,N,1
3842774,APO,N,Y,N,1
3842777,APO,N,Y,N,1
3842782,AMO,Y,N,Y,1
3842783,AMO,Y,N,N,1
3842894,APO,Y,N,N,1
3842893,APO,Y,N,N,1
3842891,AMO,N,Y,N,1
3842897,APO,N,N,Y,1
3842912,AMO,N,N,Y,1
3842953,AMO,N,N,Y,1
3842964,APO,N,N,Y,1
3843051,ATE,Y,N,N,1
3843108,APO,N,N,Y,1
3843128,APO,N,N,Y,1
3843174,APO,N,N,Y,1
3843173,AMO,Y,N,N,1
3843175,APO,N,Y,N,1
3843209,APO,Y,N,N,1
3843211,ATE,N,N,Y,1
3843208,ATE,Y,N,N,1
3843280,APO,Y,Y,N,1
3843281,APO,Y,N,Y,1
3843282,AMO,N,Y,N,1
3843319,APO,N,N,Y,1
3843459,APO,Y,N,N,1
3843335,APO,Y,N,Y,1
3843341,APO,N,N,Y,1
3843348,APO,N,N,Y,1
3843350,APO,N,Y,N,1
3843369,ATE,Y,N,N,1
3843392,AMO,Y,N,N,1
3843430,APO,N,N,Y,1
3843474,APO,Y,Y,Y,1
3843465,AMO,Y,N,N,1
3843493,APO,N,Y,N,1
3843494,AMO,N,N,Y,1
3843510,APO,Y,N,N,1
3843512,APO,N,Y,N,1
3843533,APO,N,N,Y,1
3843536,ATE,Y,N,N,1
3843547,AMO,N,Y,N,1
3843555,ATE,N,N,Y,1
3843573,APO,Y,N,Y,1
3843603,AMO,N,Y,N,1
3843605,AMO,N,Y,N,1
3843607,AMO,N,Y,N,1
3843840,AMO,N,Y,Y,1
3843622,ATE,N,Y,N,1
3843632,AMO,N,Y,N,1
3843628,AMO,Y,Y,N,1
3843641,APO,Y,Y,N,1
3843675,APO,Y,N,Y,1
3843703,AMO,N,N,Y,1
3843716,AMO,N,Y,N,1
3843713,AMO,N,Y,N,1
3843718,AMO,N,N,Y,1
3843721,APO,N,N,Y,1
3843778,AMO,N,N,Y,1
3843801,AMO,N,Y,N,1
3843819,ATE,Y,N,N,1
3843824,AMO,N,Y,N,1
3843848,AMO,Y,N,Y,1
3843858,APO,N,N,Y,1
3843867,APO,Y,N,N,1
3856707,AMO,Y,N,N,1
3843879,APO,N,N,Y,1
3843899,APO,Y,N,N,1
3843912,APO,N,Y,N,1
3843919,APO,N,Y,N,1
3844012,APO,N,N,Y,1
3856703,APO,N,Y,N,1
3869341,AMO,N,N,Y,1
3869352,APO,N,N,Y,1
3872623,ATE,Y,N,N,1
3872625,APO,Y,N,N,1
3873140,APO,Y,N,N,1
3873147,APO,N,Y,N,1
3873150,APO,N,Y,N,1
3873163,AMO,N,Y,N,1
3873194,AMO,N,N,Y,1
3873203,APO,Y,N,Y,1
3873316,APO,N,N,Y,1
3878567,APO,N,Y,N,1
3878577,APO,N,Y,N,1
3878593,APO,N,N,Y,1
3878605,APO,Y,N,N,1
3878610,APO,Y,N,Y,1
3878613,AMO,Y,N,N,1
3878620,APO,N,N,Y,1
3879138,ATE,Y,N,N,1
3879274,ATE,Y,N,N,1
3879271,AMO,N,Y,N,1
3879286,AMO,N,N,Y,1
3879287,AMO,Y,N,N,1
3879301,APO,Y,N,Y,1
3879314,ATE,N,N,Y,1
3879383,APO,N,Y,N,1
3879726,APO,N,N,Y,1
3883101,APO,Y,N,Y,1
3884100,APO,Y,N,Y,1
3884108,AMO,Y,N,N,1
3888729,AMO,Y,N,Y,1
3888753,APO,N,Y,N,1
3888754,APO,N,Y,N,1
3892009,AMO,N,N,Y,1
3892187,APO,Y,Y,Y,1
3892185,APO,N,N,Y,1
3892195,AMO,Y,N,Y,1
3892311,APO,Y,N,Y,1
3892271,ATE,N,Y,N,1
3892653,APO,N,N,Y,1
3892688,APO,N,Y,N,1
3892707,APO,N,Y,N,1
3892710,APO,N,Y,N,1
3892769,AMO,Y,N,N,1
3893209,AMO,N,N,Y,1
54017328,APO,Y,N,N,1
3893393,APO,Y,N,N,1
3893404,AMO,N,Y,N,1
3893491,APO,N,N,Y,1
3893631,APO,N,Y,N,1
3893724,AMO,Y,N,N,1
3893745,AMO,N,Y,N,1
3893768,APO,N,Y,N,1
3893945,APO,N,Y,N,1
3907554,APO,N,N,Y,1
3907555,APO,N,N,Y,1
3910106,APO,N,N,Y,1
3910108,APO,Y,N,Y,1
3922358,APO,Y,N,Y,1
3928733,APO,Y,N,N,1
3933022,APO,N,N,Y,1
3942353,AMO,N,Y,N,1
3942360,APO,Y,N,N,1
3942361,AMO,N,N,Y,1
3943329,APO,N,Y,N,1
3943341,AMO,N,N,Y,1
3943376,APO,Y,N,Y,1
3943379,AMO,N,N,Y,1
3946725,APO,N,Y,N,1
3959228,AMO,N,N,Y,1
3959233,APO,Y,N,N,1
3959234,AMO,N,Y,Y,1
3968764,APO,N,Y,N,1
3971131,APO,Y,N,Y,1
3972416,APO,Y,N,N,1
3986635,APO,N,Y,N,1
3972414,APO,Y,N,N,1
3972418,AMO,Y,N,N,1
3985565,AMO,N,Y,N,1
3986633,AMO,Y,N,N,1
3986639,APO,Y,N,N,1
3986683,AMO,N,Y,N,1
54293876,ATE,N,N,Y,1
3986701,ATE,N,N,Y,1
3986734,APO,N,N,Y,1
3986762,ATE,Y,N,N,1
3986766,APO,N,N,Y,1
3986805,APO,Y,N,N,1
3986809,AMO,Y,N,N,1
3986842,APO,N,Y,N,1
3986845,APO,Y,N,N,1
3986847,APO,N,Y,N,1
3989077,APO,Y,N,N,1
3989082,AMO,N,Y,N,1
3989091,APO,Y,N,N,1
3989099,AMO,Y,N,N,1
3989158,AMO,N,Y,N,1
3989168,AMO,N,Y,N,1
3989172,APO,Y,N,N,1
3989174,APO,Y,Y,Y,1
3989181,APO,N,N,Y,1
3989180,AMO,Y,N,Y,1
3989196,APO,N,Y,N,1
3989197,AMO,Y,N,N,1
3989241,APO,Y,N,N,1
3989259,ATE,N,Y,N,1
3989282,APO,Y,Y,N,1
3989287,APO,N,Y,Y,1
3989303,AMO,Y,N,N,1
3989305,APO,N,Y,N,1
3989317,APO,N,N,Y,1
3989347,AMO,N,N,Y,1
3989410,AMO,Y,N,N,1
3991582,AMO,N,N,Y,1
3989650,APO,N,N,Y,1
3989671,ATE,N,N,Y,1
3989722,APO,Y,N,N,1
3989814,APO,N,N,Y,1
3991616,APO,Y,N,N,1
54000953,APO,N,Y,N,1
3991608,APO,N,Y,N,1
3991656,APO,N,N,Y,1
3991662,APO,N,Y,N,1
3991663,AMO,Y,N,N,1
3991696,APO,N,Y,N,1
3991737,APO,N,Y,N,1
54000003,APO,Y,N,N,1
54000955,ATE,Y,N,N,1
54000959,APO,N,N,Y,1
54000960,APO,N,Y,N,1
54006054,APO,N,Y,N,1
54013535,APO,Y,N,N,1
54013542,APO,N,N,Y,1
54016197,APO,N,N,Y,1
54016213,APO,N,N,Y,1
54016218,APO,N,Y,N,1
54016221,AMO,N,Y,N,1
54016233,APO,N,N,Y,1
54016239,AMO,N,Y,N,1
54016249,APO,N,Y,N,1
54016281,APO,Y,N,N,1
54016323,AMO,N,Y,N,1
54016341,APO,N,Y,N,1
54016366,APO,N,Y,N,1
54016377,APO,N,Y,N,1
54016414,APO,Y,N,N,1
54016427,APO,N,Y,N,1
54016460,AMO,N,Y,N,1
54016484,APO,N,Y,N,1
54016489,APO,N,N,Y,1
54016493,APO,N,Y,N,1
54016494,APO,Y,N,N,1
54016515,AMO,N,Y,N,1
54016517,APO,Y,N,N,1
54016544,APO,N,Y,N,1
54016547,APO,Y,N,N,1
54016606,AMO,N,Y,N,1
54016608,ATE,N,N,Y,1
54016611,APO,Y,N,N,1
54016614,AMO,Y,N,Y,1
54016619,APO,N,N,Y,1
54016640,APO,Y,N,Y,1
54016643,APO,N,Y,N,1
54016665,AMO,N,Y,N,1
54016676,APO,N,N,Y,1
54016681,APO,N,Y,N,1
54016688,APO,N,N,Y,1
54016723,APO,Y,N,N,1
54016725,APO,N,Y,N,1
54016728,APO,Y,N,N,1
54016731,APO,Y,N,N,1
54016732,ATE,N,Y,N,1
54016767,APO,N,N,Y,1
54016768,APO,Y,N,N,1
54016780,ATE,N,Y,N,1
54016812,AMO,N,Y,N,1
54016911,APO,Y,Y,N,1
54016913,APO,N,Y,Y,1
54016936,APO,Y,N,Y,1
54016956,APO,N,N,Y,1
54539808,APO,Y,N,N,1
54016961,AMO,N,N,Y,1
54016974,APO,Y,N,N,1
54016995,APO,N,N,Y,1
54017128,AMO,Y,N,N,1
54017063,ATE,N,Y,N,1
54017077,APO,N,Y,N,1
54017078,AMO,N,N,Y,1
54017116,APO,N,N,Y,1
54017135,APO,Y,N,Y,1
54017136,AMO,N,N,Y,1
54017144,AMO,N,N,Y,1
54017167,APO,Y,N,Y,1
54017179,APO,N,Y,N,1
54017200,APO,N,N,Y,1
54017231,APO,N,N,Y,1
54017234,APO,N,Y,N,1
54017255,AMO,N,Y,N,1
54017258,ATE,N,Y,N,1
54017260,APO,N,N,Y,1
54017261,APO,N,Y,N,1
54017294,APO,N,N,Y,1
54017302,AMO,N,Y,N,1
54017304,AMO,N,Y,N,1
54017312,APO,N,N,Y,1
54017313,APO,Y,N,N,1
54017323,ATE,Y,N,N,1
54017436,APO,Y,N,N,1
54017539,AMO,N,Y,N,1
54017541,APO,Y,N,N,1
54017451,AMO,N,Y,N,1
54017457,APO,Y,N,N,1
54017564,APO,Y,N,Y,1
54017581,APO,N,Y,N,1
54017654,AMO,Y,N,N,1
54017665,ATE,N,Y,N,1
54017666,AMO,N,Y,N,1
54017687,ATE,Y,N,N,1
54049786,AMO,Y,N,N,1
54017704,APO,N,Y,N,1
54028097,APO,N,N,Y,1
54034191,APO,Y,N,N,1
54036655,AMO,N,Y,N,1
54041668,APO,Y,Y,Y,1
54048828,APO,N,N,Y,1
54048846,AMO,N,Y,N,1
54048848,APO,N,Y,N,1
54048850,AMO,N,Y,N,1
54048870,AMO,N,Y,N,1
54048889,AMO,N,N,Y,1
54048923,APO,N,Y,N,1
54048941,AMO,N,N,Y,1
54048949,APO,N,N,Y,1
54049762,AMO,Y,N,N,1
54049767,APO,Y,N,N,1
54049822,APO,N,Y,N,1
54049824,APO,Y,N,N,1
54050993,APO,Y,N,N,1
54051102,AMO,Y,N,N,1
54054564,AMO,N,N,Y,1
54049900,APO,Y,N,N,1
54049904,ATE,Y,Y,Y,1
54049906,APO,N,Y,N,1
54050999,APO,N,Y,N,1
54051012,AMO,N,Y,N,1
54051019,APO,Y,Y,Y,1
54051022,APO,Y,N,N,1
54051038,ATE,N,N,Y,1
54051043,APO,N,N,Y,1
54051052,APO,N,N,Y,1
54051066,AMO,N,Y,N,1
54051071,APO,Y,N,Y,1
54051126,ATE,Y,N,N,1
54051133,APO,Y,N,Y,1
54051158,AMO,N,Y,N,1
54051161,APO,Y,N,N,1
54051167,ATE,Y,N,N,1
54051582,APO,Y,N,N,1
54051134,APO,N,Y,N,1
54051138,APO,Y,N,N,1
54051141,APO,N,N,Y,1
54051168,ATE,Y,N,N,1
54051181,AMO,N,Y,N,1
54051250,APO,N,N,Y,1
54051262,AMO,N,Y,N,1
54051295,APO,N,N,Y,1
54051316,APO,Y,N,N,1
54051328,APO,N,Y,Y,1
54051398,APO,N,Y,N,1
54051415,APO,N,N,Y,1
54051419,APO,N,N,Y,1
54053707,ATE,N,Y,N,1
54053719,APO,N,N,Y,1
54053739,APO,N,N,Y,1
54053760,APO,N,N,Y,1
54053763,APO,Y,N,Y,1
54053821,AMO,N,N,Y,1
54053823,APO,N,N,Y,1
54053923,AMO,N,Y,N,1
54053924,APO,N,Y,N,1
54053937,APO,N,Y,N,1
54054270,APO,Y,N,N,1
54054280,APO,Y,N,N,1
54054281,AMO,Y,N,N,1
54054317,AMO,Y,N,N,1
54054354,APO,N,N,Y,1
54054355,APO,N,N,Y,1
54054363,APO,N,Y,N,1
54054402,APO,N,Y,N,1
54054465,APO,Y,N,N,1
54120745,AMO,Y,N,N,1
54054451,APO,N,Y,N,1
54054457,AMO,N,N,Y,1
54054526,APO,N,N,Y,1
54054565,APO,N,Y,N,1
54054582,APO,N,Y,N,1
54054704,AMO,N,Y,N,1
54054715,APO,N,Y,N,1
54054751,APO,Y,N,N,1
54055025,APO,N,N,Y,1
54055036,APO,N,N,Y,1
54055090,APO,Y,Y,N,1
54055117,AMO,N,N,Y,1
54055120,APO,N,Y,N,1
54065898,AMO,Y,N,Y,1
54065904,APO,N,N,Y,1
54073328,APO,Y,N,N,1
54073329,APO,N,N,Y,1
54073331,APO,Y,N,N,1
54073354,APO,Y,N,N,1
54073364,AMO,Y,N,N,1
54075533,AMO,Y,N,N,1
54075308,APO,Y,N,N,1
54076356,AMO,Y,N,N,1
54075297,APO,N,N,Y,1
54075310,APO,Y,N,N,1
54075313,AMO,N,N,Y,1
54075316,APO,N,N,Y,1
54075545,APO,N,Y,N,1
54075546,AMO,N,N,Y,1
54075586,APO,N,Y,N,1
54075987,APO,Y,N,Y,1
54076354,AMO,Y,N,N,1
54076934,AMO,N,N,Y,1
54076936,AMO,N,Y,N,1
54081198,AMO,N,N,Y,1
54087493,AMO,N,Y,N,1
54087546,APO,N,N,Y,1
54087574,APO,N,N,Y,1
54087754,APO,Y,N,N,1
54087755,AMO,N,Y,N,1
54087780,AMO,Y,N,Y,1
54087802,APO,Y,Y,Y,1
54087804,APO,Y,N,Y,1
54087835,AMO,N,N,Y,1
54088800,APO,Y,N,N,1
54088808,AMO,N,N,Y,1
54088818,AMO,Y,N,N,1
54088821,AMO,N,Y,N,1
54088822,APO,N,Y,N,1
54090617,APO,N,N,Y,1
54090621,APO,N,Y,N,1
54091633,APO,N,N,Y,1
54091639,APO,N,Y,N,1
54091650,APO,Y,N,Y,1
54091654,APO,N,N,Y,1
54092913,APO,N,Y,N,1
54092917,ATE,N,N,Y,1
54093076,AMO,N,N,Y,1
54093077,AMO,N,N,Y,1
54093078,AMO,Y,N,N,1
54093090,APO,Y,N,Y,1
54093091,ATE,N,N,Y,1
54095178,AMO,N,N,Y,1
54095188,AMO,N,N,Y,1
54096938,APO,Y,N,N,1
54097467,AMO,N,N,Y,1
54097670,APO,N,Y,Y,1
54098021,APO,N,Y,N,1
54097970,APO,N,N,Y,1
54097982,AMO,N,N,Y,1
54098015,APO,N,N,Y,1
54098020,ATE,N,N,Y,1
54098022,AMO,N,N,Y,1
54098026,ATE,N,N,Y,1
54098714,APO,Y,N,N,1
54099345,APO,N,N,Y,1
54099614,ATE,Y,N,Y,1
54099634,APO,Y,N,N,1
54099636,ATE,Y,N,Y,1
54099637,APO,N,Y,N,1
54099640,APO,Y,N,N,1
54099643,APO,Y,N,Y,1
54099946,AMO,N,Y,N,1
54100287,AMO,N,N,Y,1
54100579,ATE,N,Y,N,1
54100582,APO,N,Y,N,1
54100584,ATE,N,Y,N,1
54100626,APO,Y,N,Y,1
54100693,APO,Y,N,N,1
54100696,ATE,N,N,Y,1
54100698,APO,Y,N,Y,1
54101655,APO,N,N,Y,1
54101659,APO,Y,N,Y,1
54101682,AMO,Y,N,N,1
54101711,APO,Y,N,Y,1
54102515,AMO,N,Y,N,1
54103187,AMO,Y,N,N,1
54103332,AMO,Y,N,N,1
54104071,APO,Y,N,N,1
54104548,APO,Y,N,Y,1
54104552,APO,Y,N,N,1
54104073,APO,N,Y,N,1
54104251,APO,N,Y,N,1
54104269,APO,Y,N,N,1
54104547,APO,N,N,Y,1
54104850,APO,N,Y,N,1
54104890,AMO,Y,N,N,1
54104898,APO,N,Y,N,1
54104900,APO,Y,N,Y,1
54105257,AMO,N,N,Y,1
54105263,ATE,Y,N,Y,1
54105486,APO,N,Y,N,1
54105489,APO,N,Y,N,1
54105510,APO,N,Y,Y,1
54106312,APO,N,N,Y,1
54106630,AMO,N,Y,N,1
54106087,ATE,N,Y,N,1
54106532,APO,N,Y,N,1
54106566,AMO,N,N,Y,1
54106573,AMO,N,N,Y,1
54106591,AMO,Y,N,N,1
54106595,APO,N,Y,N,1
54110075,APO,Y,N,Y,1
54111242,AMO,N,Y,N,1
54111250,APO,N,Y,N,1
54111251,APO,N,Y,N,1
54111262,AMO,N,N,Y,1
54114202,APO,N,N,Y,1
54114203,AMO,N,Y,N,1
54114208,AMO,N,Y,N,1
54115830,AMO,N,N,Y,1
54117561,APO,Y,N,Y,1
54121874,APO,Y,N,Y,1
54117577,APO,N,Y,N,1
54117581,APO,N,Y,N,1
54121895,APO,Y,N,N,1
54121898,APO,Y,N,N,1
54121904,APO,Y,N,N,1
54122193,AMO,N,Y,N,1
54122195,AMO,Y,N,N,1
54122197,AMO,Y,N,N,1
54122199,APO,N,N,Y,1
54122967,APO,Y,N,N,1
54125416,AMO,Y,N,N,1
54122970,APO,Y,N,N,1
54123259,APO,Y,N,N,1
54123274,APO,N,Y,N,1
54123275,AMO,N,Y,N,1
54123425,APO,N,N,Y,1
54123433,AMO,N,Y,N,1
54131527,AMO,Y,N,N,1
54130487,APO,N,N,Y,1
54130503,APO,N,Y,N,1
54130767,AMO,N,N,Y,1
54131387,AMO,N,N,Y,1
54131390,APO,N,N,Y,1
54131413,APO,N,N,Y,1
54131414,APO,Y,N,Y,1
54131483,APO,Y,N,N,1
54131531,APO,Y,N,N,1
54131590,AMO,N,Y,N,1
54131591,APO,N,Y,N,1
54132046,AMO,N,Y,N,1
54132072,ATE,Y,N,Y,1
54132117,APO,N,Y,N,1
54132423,APO,N,N,Y,1
54132422,APO,Y,N,N,1
54134396,AMO,N,N,Y,1
54134543,APO,N,Y,N,1
54134662,AMO,N,N,Y,1
54134663,APO,N,Y,N,1
54134948,ATE,N,Y,N,1
